"C:\Program Files\Java\jdk-9.0.1\bin\java" -Dvisualvm.id=170415548485161 -Xms1024m -Xmx4096m "-javaagent:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\lib\idea_rt.jar=53735:C:\Program Files\JetBrains\IntelliJ IDEA Community Edition 2017.2.4\bin" -Dfile.encoding=UTF-8 -classpath C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\out\production\BasicClassifier;C:\Users\Kenneth\Dropbox\Code\IdeaProjects\BasicClassifier\project-1\lib\libsvm.jar me.mostly.ml.test.sp500.Main ../project-2/data/transposed.csv
Odd val: AES, [180 (10/1/01)] = -0.682890669
Training for parameters: C=50.0, poly kernel (gamma=1.0, coef0=1.0, degree=7)
.*
optimization finished, #iter = 705
nu = 0.8081790358874446
obj = -198.30491850254782, rho = 0.1466601119030571
nSV = 443, nBSV = 164
Total nSV = 443
...*
optimization finished, #iter = 1564
nu = 0.006475714595937671
obj = -1.466749377406027, rho = 0.09391337352864147
nSV = 393, nBSV = 0
Total nSV = 393
Training for parameters: C=2.0, linear kernel
Training for parameters: C=1.0, poly kernel (gamma=1.0, coef0=1.0, degree=7)
.*
optimization finished, #iter = 847
nu = 9.80888291782693E-4
obj = -222.1674702527469, rho = 0.13476594645477322
nSV = 445, nBSV = 0
Total nSV = 445
Training for parameters: C=1000.0, RBF kernel (gamma=2.0)
...*
optimization finished, #iter = 1763
nu = 6.93887991980191E-5
obj = -0.7858281537918057, rho = 0.07269761166122395
nSV = 390, nBSV = 0
Total nSV = 390
Training for parameters: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=10)
...*
optimization finished, #iter = 1073
nu = 0.4152935078403839
obj = -212.50549089728233, rho = 0.4041868797132368
nSV = 373, nBSV = 75
Total nSV = 373
..*
optimization finished, #iter = 1763
nu = 0.003469439959900955
obj = -0.7858281537918057, rho = 0.07269761166122395
nSV = 390, nBSV = 0
Total nSV = 390
Training for parameters: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)
Training for parameters: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=10)
.*
optimization finished, #iter = 844
nu = 8.952316287079607E-4
obj = -202.7709720688273, rho = 0.09047843248183303
nSV = 444, nBSV = 0
Total nSV = 444
Training for parameters: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=2)
.....*
optimization finished, #iter = 2400
nu = 7.107308122815243E-5
obj = -0.16098052898300805, rho = 0.009437133861435262
nSV = 381, nBSV = 0
Total nSV = 381
Training for parameters: C=10.0, RBF kernel (gamma=0.1)
....*
optimization finished, #iter = 1564
nu = 0.0012951429191875342
obj = -1.466749377406027, rho = 0.09391337352864147
nSV = 393, nBSV = 0
Total nSV = 393
....*
optimization finished, #iter = 2400
nu = 0.0028429232491260976
obj = -0.16098052898300805, rho = 0.009437133861435262
nSV = 381, nBSV = 0
Total nSV = 381
Training for parameters: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=7)
Training for parameters: C=0.25, RBF kernel (gamma=0.1)
..*
optimization finished, #iter = 1212
nu = 0.0021528105454210436
obj = -48.76130553744694, rho = 0.20070745734069148
nSV = 389, nBSV = 0
Total nSV = 389
Training for parameters: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=3)
.*
optimization finished, #iter = 877
nu = 0.42993268512491445
obj = -1085.6789324074698, rho = 0.476020434592856
nSV = 395, nBSV = 74
Total nSV = 395
.Training for parameters: C=10.0, RBF kernel (gamma=0.2)
..*
optimization finished, #iter = 1763
nu = 6.93887991980191E-4
obj = -0.7858281537918057, rho = 0.07269761166122395
nSV = 390, nBSV = 0
Total nSV = 390
Training for parameters: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=8)
*
optimization finished, #iter = 289
nu = 0.869757174392936
obj = -91.78358001762093, rho = 0.8633385857488561
nSV = 415, nBSV = 366
Total nSV = 415
Training for parameters: C=0.25, RBF kernel (gamma=0.2)
..*
optimization finished, #iter = 1191
nu = 7.035449399620738E-4
obj = -15.935295619057719, rho = 0.16155986330727515
nSV = 394, nBSV = 0
Total nSV = 394
Training for parameters: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=4)
...*
optimization finished, #iter = 973
nu = 0.26571557618165526
obj = -611.9978911726602, rho = 0.3374115069952019
nSV = 409, nBSV = 6
Total nSV = 409
...*
optimization finished, #iter = 2262
nu = 3.9240044322963355E-4
obj = -0.4443935019634623, rho = 0.051660079239478386
nSV = 388, nBSV = 0
Total nSV = 388
Training for parameters: C=10.0, RBF kernel (gamma=0.5)
Training for parameters: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=9)
*
optimization finished, #iter = 303
nu = 0.8697571743929358
obj = -88.27018273093819, rho = 0.8363296777270465
nSV = 418, nBSV = 358
Total nSV = 418
Training for parameters: C=0.25, RBF kernel (gamma=0.5)
..*
optimization finished, #iter = 1341
nu = 2.829755616671227E-4
obj = -6.4093971451025835, rho = 0.1368532930251222
nSV = 394, nBSV = 0
Total nSV = 394
Training for parameters: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=5)
....*
optimization finished, #iter = 2226
nu = 2.319031666528349E-4
obj = -0.26263033624116444, rho = 0.03071609057914218
nSV = 382, nBSV = 0
Total nSV = 382
.*
optimization finished, #iter = 901
nu = 0.13455488257409234
obj = -304.76590555894273, rho = 0.20084540974066792
nSV = 432, nBSV = 0
Total nSV = 432
Training for parameters: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=10)
Training for parameters: C=10.0, RBF kernel (gamma=1.0)
.*
optimization finished, #iter = 340
nu = 0.8697571743929357
obj = -84.61422240892777, rho = 0.7984886554439671
nSV = 424, nBSV = 332
Total nSV = 424
..*
optimization finished, #iter = 1406
nu = 1.294020658924534E-4
obj = -2.9309567284542313, rho = 0.11515533459163954
nSV = 395, nBSV = 0
Total nSV = 395
Training for parameters: C=0.25, RBF kernel (gamma=1.0)
Training for parameters: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)
.....*
optimization finished, #iter = 2400
nu = 1.4214616245630487E-4
obj = -0.16098052898300805, rho = 0.009437133861435262
nSV = 381, nBSV = 0
Total nSV = 381
Training for parameters: C=5.0, RBF kernel (gamma=0.1)
.*
optimization finished, #iter = 847
nu = 0.0980888291782693
obj = -222.1674702527469, rho = 0.13476594645477322
nSV = 445, nBSV = 0
Total nSV = 445
Training for parameters: C=10.0, RBF kernel (gamma=2.0)
...*
optimization finished, #iter = 1564
nu = 6.475714595937671E-5
obj = -1.466749377406027, rho = 0.09391337352864147
nSV = 393, nBSV = 0
Total nSV = 393
Training for parameters: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=7)
*
optimization finished, #iter = 401
nu = 0.869757174392936
obj = -84.45493995502595, rho = 0.7800932351834574
nSV = 437, nBSV = 294
Total nSV = 437
Training for parameters: C=0.25, RBF kernel (gamma=2.0)
.*
optimization finished, #iter = 664
nu = 0.5763362038602173
obj = -853.4497221383649, rho = 0.42663769131568285
nSV = 402, nBSV = 153
Total nSV = 402
Training for parameters: C=5.0, RBF kernel (gamma=0.2)
.*
optimization finished, #iter = 844
nu = 0.08952316287079608
obj = -202.7709720688273, rho = 0.09047843248183303
nSV = 444, nBSV = 0
Total nSV = 444
...*
optimization finished, #iter = 1763
nu = 3.469439959900955E-5
obj = -0.7858281537918057, rho = 0.07269761166122395
nSV = 390, nBSV = 0
Total nSV = 390
Training for parameters: C=20.0, linear kernel
Training for parameters: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=8)
.*
optimization finished, #iter = 462
nu = 0.869757174392936
obj = -85.90952615776423, rho = 0.7737748520845759
nSV = 444, nBSV = 244
Total nSV = 444
Training for parameters: C=0.5, linear kernel
.*
optimization finished, #iter = 828
nu = 0.4553229784557812
obj = -571.8110045611927, rho = 0.32212589875597375
nSV = 408, nBSV = 76
Total nSV = 408
Training for parameters: C=5.0, RBF kernel (gamma=0.5)
...*
optimization finished, #iter = 1394
nu = 0.05137747545209381
obj = -232.74372834110872, rho = 0.3090192252910778
nSV = 369, nBSV = 0
Total nSV = 369
..Training for parameters: C=20.0, poly kernel (gamma=1.0, coef0=1.0, degree=2)
..*
optimization finished, #iter = 2262
nu = 1.9620022161481677E-5
obj = -0.4443935019634623, rho = 0.051660079239478386
nSV = 388, nBSV = 0
Total nSV = 388
Training for parameters: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=9)
.*
optimization finished, #iter = 613
nu = 0.650452713273246
obj = -109.99810016697236, rho = 0.7692773631153416
nSV = 389, nBSV = 218
Total nSV = 389
Training for parameters: C=0.5, poly kernel (gamma=1.0, coef0=1.0, degree=2)
.*
optimization finished, #iter = 905
nu = 0.2670290850172175
obj = -304.34551885573046, rho = 0.20092612697322232
nSV = 431, nBSV = 4
Total nSV = 431
..*
optimization finished, #iter = 1212
nu = 0.010764052727105218
obj = -48.76130553744694, rho = 0.20070745734069148
nSV = 389, nBSV = 0
Total nSV = 389
.Training for parameters: C=5.0, RBF kernel (gamma=1.0)
Training for parameters: C=20.0, poly kernel (gamma=1.0, coef0=1.0, degree=3)
...*
optimization finished, #iter = 2226
nu = 1.1595158332641745E-5
obj = -0.26263033624116444, rho = 0.03071609057914218
nSV = 382, nBSV = 0
Total nSV = 382
Training for parameters: C=100.0, poly kernel (gamma=1.0, coef0=1.0, degree=10)
..*
optimization finished, #iter = 1085
nu = 0.3561483427670001
obj = -44.40417870781797, rho = 0.5099402399301217
nSV = 391, nBSV = 50
Total nSV = 391
Training for parameters: C=0.5, poly kernel (gamma=1.0, coef0=1.0, degree=3)
...*
optimization finished, #iter = 1191
nu = 0.0035177246998103692
obj = -15.935295619057719, rho = 0.16155986330727515
nSV = 394, nBSV = 0
Total nSV = 394
.*
optimization finished, #iter = 847
nu = 0.1961776583565386
obj = -222.1674702527469, rho = 0.13476594645477322
nSV = 445, nBSV = 0
Total nSV = 445
.Training for parameters: C=10.0, linear kernel
...*
optimization finished, #iter = 2400
nu = 7.107308122815243E-6
obj = -0.16098052898300805, rho = 0.009437133861435262
nSV = 381, nBSV = 0
Total nSV = 381
Training for parameters: C=100.0, RBF kernel (gamma=0.1)
Training for parameters: C=5.0, RBF kernel (gamma=2.0)
..*
optimization finished, #iter = 1252
nu = 0.13362232839202606
obj = -15.624820844645901, rho = 0.35183520800942597
nSV = 393, nBSV = 5
Total nSV = 393
Training for parameters: C=0.25, linear kernel
...*
optimization finished, #iter = 1394
nu = 0.10275495090418763
obj = -232.74372834110872, rho = 0.3090192252910778
nSV = 369, nBSV = 0
Total nSV = 369
Training for parameters: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=2)
..*
optimization finished, #iter = 1074
nu = 0.05191210474410485
obj = -1175.8288779684867, rho = 0.5065093637164766
nSV = 388, nBSV = 0
Total nSV = 388
.*
optimization finished, #iter = 844
nu = 0.17904632574159215
obj = -202.7709720688273, rho = 0.09047843248183303
nSV = 444, nBSV = 0
Total nSV = 444
Training for parameters: C=50.0, poly kernel (gamma=1.0, coef0=1.0, degree=8)
Training for parameters: C=2.0, RBF kernel (gamma=0.2)
.*
optimization finished, #iter = 479
nu = 0.7305198112115188
obj = -66.93821996072955, rho = 0.9256804661816196
nSV = 397, nBSV = 275
Total nSV = 397
Training for parameters: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=2)
..*
optimization finished, #iter = 1212
nu = 0.021528105454210435
obj = -48.76130553744694, rho = 0.20070745734069148
nSV = 389, nBSV = 0
Total nSV = 389
Training for parameters: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=3)
....*
optimization finished, #iter = 2262
nu = 3.9240044322963353E-5
obj = -0.4443935019634623, rho = 0.051660079239478386
nSV = 388, nBSV = 0
Total nSV = 388
Training for parameters: C=50.0, poly kernel (gamma=1.0, coef0=1.0, degree=9)
.*
optimization finished, #iter = 588
nu = 0.6578247607827836
obj = -405.0017638985562, rho = 0.3109333617060929
nSV = 410, nBSV = 186
Total nSV = 410
Training for parameters: C=2.0, RBF kernel (gamma=0.5)
..*
optimization finished, #iter = 906
nu = 0.49974690645408104
obj = -36.0158181505743, rho = 0.6316634790563378
nSV = 398, nBSV = 128
Total nSV = 398
Training for parameters: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=3)
..*
optimization finished, #iter = 1191
nu = 0.0070354493996207385
obj = -15.935295619057719, rho = 0.16155986330727515
nSV = 394, nBSV = 0
Total nSV = 394
.Training for parameters: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=4)
...*
optimization finished, #iter = 2226
nu = 2.319031666528349E-5
obj = -0.26263033624116444, rho = 0.03071609057914218
nSV = 382, nBSV = 0
Total nSV = 382
Training for parameters: C=50.0, poly kernel (gamma=1.0, coef0=1.0, degree=10)
..*
optimization finished, #iter = 734
nu = 0.5601503838636626
obj = -282.97637034705116, rho = 0.2058071718664059
nSV = 427, nBSV = 92
Total nSV = 427
.*
optimization finished, #iter = 1123
nu = 0.24023591544714626
obj = -14.607196721930785, rho = 0.5127265150151247
nSV = 394, nBSV = 18
Total nSV = 394
Training for parameters: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=4)
Training for parameters: C=2.0, RBF kernel (gamma=1.0)
..*
optimization finished, #iter = 1341
nu = 0.002829755616671227
obj = -6.4093971451025835, rho = 0.1368532930251222
nSV = 394, nBSV = 0
Total nSV = 394
.Training for parameters: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=5)
....*
optimization finished, #iter = 2400
nu = 1.4214616245630486E-5
obj = -0.16098052898300805, rho = 0.009437133861435262
nSV = 381, nBSV = 0
Total nSV = 381
Training for parameters: C=50.0, RBF kernel (gamma=0.1)
...*
optimization finished, #iter = 1482
nu = 0.10447001457429947
obj = -6.170343503638767, rho = 0.4084940729997984
nSV = 399, nBSV = 4
Total nSV = 399
Training for parameters: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=5)
.*
optimization finished, #iter = 860
nu = 0.47749159276283276
obj = -220.45972112914126, rho = 0.13474699840435006
nSV = 442, nBSV = 13
Total nSV = 442
Training for parameters: C=2.0, RBF kernel (gamma=2.0)
...*
optimization finished, #iter = 1406
nu = 0.0012940206589245338
obj = -2.9309567284542313, rho = 0.11515533459163954
nSV = 395, nBSV = 0
Total nSV = 395
Training for parameters: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=6)
..*
optimization finished, #iter = 1074
nu = 0.1038242094882097
obj = -1175.8288779684867, rho = 0.5065093637164766
nSV = 388, nBSV = 0
Total nSV = 388
Training for parameters: C=50.0, RBF kernel (gamma=0.2)
...*
optimization finished, #iter = 1625
nu = 0.049469485206980614
obj = -2.8918043300101473, rho = 0.2848849825330971
nSV = 396, nBSV = 2
Total nSV = 396
Training for parameters: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=6)
.*
optimization finished, #iter = 862
nu = 0.447403381024325
obj = -202.7649260243754, rho = 0.09029235634902953
nSV = 444, nBSV = 1
Total nSV = 444
...*
optimization finished, #iter = 1564
nu = 6.475714595937671E-4
obj = -1.466749377406027, rho = 0.09391337352864147
nSV = 393, nBSV = 0
Total nSV = 393
Training for parameters: C=5.0, linear kernel
Training for parameters: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=7)
..*
optimization finished, #iter = 978
nu = 0.05441046673076269
obj = -616.2064161251508, rho = 0.33299343395587583
nSV = 407, nBSV = 0
Total nSV = 407
Training for parameters: C=50.0, RBF kernel (gamma=0.5)
...*
optimization finished, #iter = 1599
nu = 0.02569214702814912
obj = -1.4660647587818998, rho = 0.12299011151331912
nSV = 394, nBSV = 1
Total nSV = 394
Training for parameters: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=7)
..*
optimization finished, #iter = 1342
nu = 0.20313012003869022
obj = -232.19318678350112, rho = 0.30658899395869194
nSV = 370, nBSV = 4
Total nSV = 370
...*
optimization finished, #iter = 1763
nu = 3.469439959900955E-4
obj = -0.7858281537918057, rho = 0.07269761166122395
nSV = 390, nBSV = 0
Total nSV = 390
Training for parameters: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=2)
Training for parameters: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=8)
.*
optimization finished, #iter = 901
nu = 0.02691097651481847
obj = -304.76590555894273, rho = 0.20084540974066792
nSV = 432, nBSV = 0
Total nSV = 432
Training for parameters: C=50.0, RBF kernel (gamma=1.0)
...*
optimization finished, #iter = 1763
nu = 0.01387775983960382
obj = -0.7858281537918057, rho = 0.07269761166122395
nSV = 390, nBSV = 0
Total nSV = 390
Training for parameters: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=8)
...*
optimization finished, #iter = 1212
nu = 0.04305621090842087
obj = -48.76130553744694, rho = 0.20070745734069148
nSV = 389, nBSV = 0
Total nSV = 389
...*
optimization finished, #iter = 2262
nu = 1.9620022161481677E-4
obj = -0.4443935019634623, rho = 0.051660079239478386
nSV = 388, nBSV = 0
Total nSV = 388
Training for parameters: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=3)
Training for parameters: C=10.0, poly kernel (gamma=1.0, coef0=1.0, degree=9)
..*
optimization finished, #iter = 847
nu = 0.01961776583565386
obj = -222.1674702527469, rho = 0.13476594645477322
nSV = 445, nBSV = 0
Total nSV = 445
...*
optimization finished, #iter = 2262
nu = 0.007848008864592672
obj = -0.4443935019634623, rho = 0.051660079239478386
nSV = 388, nBSV = 0
Total nSV = 388
Training for parameters: C=50.0, RBF kernel (gamma=2.0)
Training for parameters: C=0.25, poly kernel (gamma=1.0, coef0=1.0, degree=9)
...*
optimization finished, #iter = 1191
nu = 0.014070898799241477
obj = -15.935295619057719, rho = 0.16155986330727515
nSV = 394, nBSV = 0
Total nSV = 394
...*
optimization finished, #iter = 2226
nu = 1.1595158332641744E-4
obj = -0.26263033624116444, rho = 0.03071609057914218
nSV = 382, nBSV = 0
Total nSV = 382
Training for parameters: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=4)
....*
optimization finished, #iter = 2226
nu = 0.004638063333056698
obj = -0.26263033624116444, rho = 0.03071609057914218
nSV = 382, nBSV = 0
Total nSV = 382
.*
optimization finished, #iter = 844
nu = 0.017904632574159217
obj = -202.7709720688273, rho = 0.09047843248183303
nSV = 444, nBSV = 0
Total nSV = 444
Training for parameters: C=100.0, linear kernel
..*
optimization finished, #iter = 1341
nu = 0.005659511233342454
obj = -6.4093971451025835, rho = 0.1368532930251222
nSV = 394, nBSV = 0
Total nSV = 394
Training for parameters: C=5.0, poly kernel (gamma=1.0, coef0=1.0, degree=5)
...*
optimization finished, #iter = 1394
nu = 0.010275495090418762
obj = -232.74372834110872, rho = 0.3090192252910778
nSV = 369, nBSV = 0
Total nSV = 369
...*
optimization finished, #iter = 1406
nu = 0.0025880413178490675
obj = -2.9309567284542313, rho = 0.11515533459163954
nSV = 395, nBSV = 0
Total nSV = 395
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.5, RBF kernel (gamma=2.0)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      0
False positives (FP):                     1
False negatives (FN):                     26
True negatives (TN):                      23

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.46 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.0 (TPR=TP/RealPos)
True negative rate (Specificity):         0.9583333333333334 (TNR=TN/RealNeg)
Positive predictive value (Precision):    0.0 (PPV=TP/PredictedPos)
Negative predictive value:                0.46938775510204084 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.4791666666666667 (area=(TPR+TNR)/2)
F1 score:                                 0.0 (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.6301369863013699 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.54 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.041666666666666664 (FPR=FP/RealNeg)
False negative rate (Miss rate):          1.0 (FNR=FN/RealPos)
False discovery rate (False alarm):       1.0 (FDR=FP/PredictedPos)
False omission rate:                      0.5306122448979592 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  0.0 (LR+=TPR/FPR)
Negative likelihood ratio (low better):   1.0434782608695652 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      0.0 (DOR=LR+/LR-)


Picks: [HON]
Average return: 1.1746591034487845
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.25, RBF kernel (gamma=2.0)

Actual prevalence:                        0.52 (RealPos/Total)

=== RESULTS ===
True positives (TP):                      0
False positives (FP):                     0
False negatives (FN):                     26
True negatives (TN):                      24

=== DESIRABLE STATS (0 to 1) ===
Accuracy:                                 0.48 (accuracy=(TP+TN)/Total)
True positive rate (Recall, Sensitivity): 0.0 (TPR=TP/RealPos)
True negative rate (Specificity):         1.0 (TNR=TN/RealNeg)
Positive predictive value (Precision):    NaN (PPV=TP/PredictedPos)
Negative predictive value:                0.48 (NPV=TN/PredictedNeg)
Area under convex hull ROC curve:         0.5 (area=(TPR+TNR)/2)
F1 score:                                 NaN (F1=2/(1/TPR + 1/PPV))
F1 score (negative condition):            0.6486486486486486 (F1=2/(1/TNR + 1/NPV))

=== UNDESIRABLE STATS (0 to 1) ===
Inaccuracy:                               0.52 (inaccuracy=(FP+FN)/Total)
False positive rate (Fallout):            0.0 (FPR=FP/RealNeg)
False negative rate (Miss rate):          1.0 (FNR=FN/RealPos)
False discovery rate (False alarm):       NaN (FDR=FP/PredictedPos)
False omission rate:                      0.52 (FOR=FN/PredictedNeg)

=== DESCRIPTIVE STATS (0 to inf) ===
Positive likelihood ratio (high better):  NaN (LR+=TPR/FPR)
Negative likelihood ratio (low better):   1.0 (LR-=FNR/TNR)
Diagnostic odds ratio (high better):      NaN (DOR=LR+/LR-)


Picks: []
Average return: 1.0
Oracle: me.mostly.ml.test.sp500.Main$$Lambda$29/1447689627@4b14c583
Classifier: C=0.25, RBF kernel (gamma=0.1)

Actual prevalence:                        0.52 (RealPos/Total)
